"","year","treated","G","lemp","lpop","lavg_pay","region","id"
"4848",2004,0,0,4.48863636973214,8.81729778386658,10.1241881221992,"2",20145
"4849",2005,0,0,4.63472898822964,8.80507524387068,10.0797910370045,"2",20145
"4850",2006,0,0,4.80402104473326,8.77477681604399,10.135670128501,"2",20145
"4851",2007,0,0,4.70048036579242,8.764209507142,10.1932798967973,"2",20145
"4852",2001,0,0,4.97673374242057,8.67914195840225,9.92964251001298,"2",20147
"4853",2002,0,0,4.91265488573605,8.66077391989376,9.95103885439435,"2",20147
"4854",2003,0,0,4.85981240436167,8.64153246567185,9.99122366684021,"2",20147
"4855",2004,0,0,4.83628190695148,8.63230599851674,10.0272084795259,"2",20147
"4856",2005,0,0,4.74493212836325,8.60226936377136,10.0626257738744,"2",20147
"4857",2006,0,0,4.74493212836325,8.58727879898293,10.1106643103283,"2",20147
"4858",2007,0,0,4.88280192258637,8.57828829077605,10.1427406455834,"2",20147
"4859",2001,0,0,6.06842558824411,9.81705782453774,10.1060201499462,"2",20149
"4860",2002,0,0,5.88610403145016,9.82244017368281,10.1065508380161,"2",20149
"4861",2003,0,0,5.86929691313377,9.836439217783,10.1087115025474,"2",20149
"4862",2004,0,0,5.79605775076537,9.84638796049556,10.1362645528186,"2",20149
"4863",2005,0,0,5.7037824746562,9.84240970302754,10.1875004016135,"2",20149
"4864",2006,0,0,5.85220247977447,9.84622913369585,10.2435604418772,"2",20149
"4865",2007,0,0,5.83773044716594,9.87668145811562,10.3279706664801,"2",20149
"4866",2001,0,0,5.48063892334199,9.16377273615985,10.0326280693592,"2",20151
"4867",2002,0,0,5.49306144334055,9.16889318206201,10.0285330415104,"2",20151
"4868",2003,0,0,5.4510384535657,9.15820461755565,10.0712029569407,"2",20151
"4869",2004,0,0,5.32787616878958,9.14590851181679,10.1177517992437,"2",20151
"4870",2005,0,0,5.34233425196481,9.15027184551006,10.1510895426827,"2",20151
"4871",2006,0,0,5.31811999384422,9.15122710748368,10.2303061999863,"2",20151
"4872",2007,0,0,5.33271879326537,9.14920937197195,10.2967451175365,"2",20151
"4873",2001,0,0,4.07753744390572,7.97418866928601,9.8597968639114,"2",20153
"4874",2002,0,0,4.02535169073515,7.9665866976384,9.92368225982165,"2",20153
"4875",2003,0,0,3.78418963391826,7.94909149983052,9.91219949313815,"2",20153
"4876",2004,0,0,3.78418963391826,7.92660259918138,9.90578491158481,"2",20153
"4877",2005,0,0,3.97029191355212,7.86441990499457,9.94371737175519,"2",20153
"4878",2006,0,0,3.89182029811063,7.85205020726589,9.98856372489125,"2",20153
"4879",2007,0,0,3.3322045101752,7.83834331555712,10.0526400479386,"2",20153
"4880",2001,0,0,7.40913644392013,11.0741879175985,10.1708010875948,"2",20155
"4881",2002,0,0,7.24064969425547,11.0669351932831,10.1789578640281,"2",20155
"4882",2003,0,0,7.24136628332232,11.0641665599538,10.1979466092669,"2",20155
"4883",2004,0,0,7.07918439460967,11.0596766860083,10.2237215162816,"2",20155
"4884",2005,0,0,7.08422642209792,11.0560196831937,10.2548484016511,"2",20155
"4885",2006,0,0,7.02553831463852,11.055387811569,10.2866388830477,"2",20155
"4886",2007,0,0,7.04141166379481,11.0511280722716,10.3229541802801,"2",20155
"4887",2001,0,0,4.47733681447821,8.64206217346211,9.82978718960617,"2",20157
"4888",2002,0,0,4.60517018598809,8.6031873845831,9.80747212410244,"2",20157
"4889",2003,0,0,4.9416424226093,8.57960445153763,9.83413747440133,"2",20157
"4890",2004,0,0,4.71849887129509,8.5608272284363,9.82973336394747,"2",20157
"4891",2005,0,0,4.26267987704132,8.53464010501996,9.86287386965083,"2",20157
"4892",2006,0,0,4.7361984483945,8.51057131510735,9.92157302008251,"2",20157
"4893",2007,0,0,4.18965474202643,8.49984355308112,9.93953014388306,"2",20157
"4894",2001,0,0,5.17048399503815,9.27105910701089,9.94817407015853,"2",20159
"4895",2002,0,0,5.10594547390058,9.26093842473927,10.0187340405405,"2",20159
"4896",2003,0,0,4.90527477843843,9.25426155903411,10.0384117247926,"2",20159
"4897",2004,0,0,4.93447393313069,9.25770094333602,10.0478908809085,"2",20159
"4898",2005,0,0,4.92725368515721,9.24792513230345,10.0929088464453,"2",20159
"4899",2006,0,0,4.85981240436167,9.22906398597429,10.1643892094529,"2",20159
"4900",2007,0,0,4.87519732320115,9.21423278669153,10.222341203676,"2",20159
"4901",2001,0,0,3.73766961828337,8.46168048148598,9.82660650820017,"2",20185
"4902",2002,0,0,3.66356164612965,8.44827174594982,9.8730798901147,"2",20185
"4903",2003,0,0,3.80666248977032,8.42704964156327,9.88964214571408,"2",20185
"4904",2004,0,0,3.85014760171006,8.41980084540759,9.92969121803277,"2",20185
"4905",2005,0,0,3.8286413964891,8.39840965542627,9.96819793390488,"2",20185
"4906",2006,0,0,3.73766961828337,8.3813734682737,9.98534399900596,"2",20185
"4907",2007,0,0,3.63758615972639,8.38935981990635,10.0778609394809,"2",20185
"4908",2001,0,0,6.88755257166462,11.0403425121275,10.1724454159896,"2",20161
"4909",2002,0,0,6.75693238924755,11.0366300841011,10.2114868257508,"2",20161
"4910",2003,0,0,6.6682282484174,11.0504772217775,10.2277787578552,"2",20161
"4911",2004,0,0,6.64378973314767,11.0519846441332,10.267227480597,"2",20161
"4912",2005,0,0,6.63594655568665,11.1179699372467,10.2843183796859,"2",20161
"4913",2006,0,0,6.66057514983969,11.1425571938995,10.3302574271381,"2",20161
"4914",2007,0,0,6.79122146272619,11.1477285980893,10.3447379924471,"2",20161
"4915",2001,0,0,4.85203026391962,8.62837672037685,9.89535456930594,"2",20163
"4916",2002,0,0,4.77912349311153,8.61122983334262,9.92837526804391,"2",20163
"4917",2003,0,0,4.64439089914137,8.5972974356579,9.95754951063466,"2",20163
"4918",2004,0,0,4.34380542185368,8.58951385299586,10.0321445847444,"2",20163
"4919",2005,0,0,4.30406509320417,8.56769617358934,10.0769365308265,"2",20163
"4920",2006,0,0,4.4188406077966,8.55833513474741,10.1437241812765,"2",20163
"4921",2007,0,0,4.53259949315326,8.54364036143109,10.196791293756,"2",20163
"4922",2001,0,0,3.89182029811063,8.1656479252975,9.99697789562347,"2",20165
"4923",2002,0,0,3.8286413964891,8.15162164696975,10.0395906355285,"2",20165
"4924",2003,0,0,3.61091791264422,8.14467918344776,10.0794975667163,"2",20165
"4925",2004,0,0,3.2188758248682,8.146419323098,10.108222704167,"2",20165
"4926",2005,0,0,3.43398720448515,8.10530751550515,10.1797547221726,"2",20165
"4927",2006,0,0,3.73766961828337,8.07899825868515,10.1699587565855,"2",20165
"4928",2007,0,0,3.09104245335832,8.06117135969092,10.2185902205639,"2",20165
"4929",2001,0,0,5.11799381241676,8.8750074860484,9.85366685755217,"2",20167
"4930",2002,0,0,5.00394630594546,8.85865296954849,9.8755509338431,"2",20167
"4931",2003,0,0,4.81218435537242,8.84606519069288,9.8647467242197,"2",20167
"4932",2004,0,0,4.80402104473326,8.85109068766498,9.92466178776754,"2",20167
"4933",2005,0,0,4.8283137373023,8.82025636590632,9.98966524877718,"2",20167
"4934",2006,0,0,4.7361984483945,8.81165224814704,10.0729349248465,"2",20167
"4935",2007,0,0,4.79579054559674,8.81343849452851,10.1687706300444,"2",20167
"4936",2001,0,0,7.2591161280971,10.8933260997054,10.1799064327092,"2",20169
"4937",2002,0,0,7.10987946307227,10.8958315061957,10.2032587560852,"2",20169
"4938",2003,0,0,7.0833878476253,10.8923407772115,10.2349472473338,"2",20169
"4939",2004,0,0,6.97260625130175,10.8949414139753,10.2553057214135,"2",20169
"4940",2005,0,0,7.0184017990692,10.8965726449893,10.2846941204975,"2",20169
"4941",2006,0,0,7.04315991598834,10.8988297317168,10.3204529448145,"2",20169
"4942",2007,0,0,7.1074254741107,10.8986818820057,10.3615134847099,"2",20169
"4943",2001,0,0,5.2040066870768,8.53660358493606,10.0491019013411,"2",20171
"4944",2002,0,0,5.23644196282995,8.50309426703674,10.07069547152,"2",20171
"4945",2003,0,0,5.03043792139244,8.48528964240323,10.1231450345655,"2",20171
"4946",2004,0,0,4.91265488573605,8.44009614103127,10.1422682046297,"2",20171
"4947",2005,0,0,4.81218435537242,8.44268513924118,10.2243384082544,"2",20171
"4948",2006,0,0,4.8283137373023,8.43098149459717,10.2287182679337,"2",20171
"4949",2007,0,0,4.79579054559674,8.41693076947784,10.2812730915375,"2",20171
"4950",2001,0,0,9.23999625688369,13.0307654984765,10.4322611436028,"2",20173
"4951",2002,0,0,9.14099029384139,13.039835751544,10.4466835563326,"2",20173
"4952",2003,0,0,9.09043007530363,13.0437508132545,10.4516378623623,"2",20173
"4953",2004,0,0,8.98532006064911,13.0463092049385,10.4903849332534,"2",20173
"4954",2005,0,0,9.03408040656082,13.0504483835304,10.5294794579087,"2",20173
"4955",2006,0,0,9.07669468710627,13.0567255856234,10.6072036844453,"2",20173
"4956",2007,0,0,9.15175741454389,13.0712279652896,10.627600312353,"2",20173
"4957",2001,0,0,6.13339804299665,10.0282682694334,10.2100159127843,"2",20175
"4958",2002,0,0,6.06378520868761,10.043553796433,10.1899814193511,"2",20175
"4959",2003,0,0,5.91620206260743,10.049577258408,10.2138357954868,"2",20175
"4960",2004,0,0,5.95583736946483,10.0543184422387,10.2312433396166,"2",20175
"4961",2005,0,0,5.89164421182577,10.0311329063718,10.2729454453383,"2",20175
"4962",2006,0,0,6.01126717440416,10.0262360177952,10.3261047194619,"2",20175
"4963",2007,0,0,6.12686918411419,10.0273410147031,10.341903760784,"2",20175
"4964",2001,0,0,8.30943074214033,12.046197277566,10.3259081012937,"2",20177
"4965",2002,0,0,8.2190566610606,12.0467661975426,10.3642927556775,"2",20177
"4966",2003,0,0,8.13094230223188,12.0509089527785,10.3678503018918,"2",20177
"4967",2004,0,0,8.03495502450216,12.0526475357466,10.4128921671467,"2",20177
"4968",2005,0,0,7.95892649305011,12.0532361018476,10.4503943508731,"2",20177
"4969",2006,0,0,7.89133075766189,12.0564467135743,10.4960129717854,"2",20177
"4970",2007,0,0,7.96693349840484,12.0654533357206,10.5311357508634,"2",20177
"4971",2001,0,0,4.40671924726425,7.90801944463247,9.95854375828421,"2",20179
"4972",2002,0,0,4.30406509320417,7.89058253465654,10.0178870928446,"2",20179
"4973",2003,0,0,4.20469261939097,7.89245204352035,9.99488098096534,"2",20179
"4974",2004,0,0,4.0943445622221,7.86249719723055,10.0417265967599,"2",20179
"4975",2005,0,0,3.93182563272433,7.83557924666997,10.0756325028785,"2",20179
"4976",2006,0,0,3.97029191355212,7.82404601085629,10.0975729762503,"2",20179
"4977",2007,0,0,3.95124371858143,7.80547462527086,10.1699587565855,"2",20179
"4978",2001,0,0,5.14166355650266,8.80161997114735,9.85240476230681,"2",20181
"4979",2002,0,0,5.02388052084628,8.76857428414169,9.865370230423,"2",20181
"4980",2003,0,0,4.74493212836325,8.75210719832936,9.85765301619233,"2",20181
"4981",2004,0,0,4.90527477843843,8.73117490093806,9.91006586789625,"2",20181
"4982",2005,0,0,4.84418708645859,8.71193726820875,10.0458114277483,"2",20181
"4983",2006,0,0,4.70048036579242,8.68406264365127,10.0915426411778,"2",20181
"4984",2007,0,0,4.74493212836325,8.68101127664563,10.0976141547798,"2",20181
"4985",2001,0,0,4.26267987704132,8.39570329382853,9.80001414405985,"2",20183
"4986",2002,0,0,4.35670882668959,8.36683530982767,9.8035014576602,"2",20183
"4987",2003,0,0,3.97029191355212,8.35349709874545,9.84887295926291,"2",20183
"4988",2004,0,0,3.93182563272433,8.33254893925264,9.86026685008157,"2",20183
"4989",2005,0,0,3.63758615972639,8.31532177537757,9.90538574981921,"2",20183
"4990",2006,0,0,4.17438726989564,8.29529885950246,9.92554254331696,"2",20183
"4991",2007,0,0,4.38202663467388,8.28045768658256,9.94068699352523,"2",20183
"4992",2001,0,0,7.58882987830781,11.9732953382477,10.4714682568032,"2",20209
"4993",2002,0,0,7.50384074669895,11.968335625663,10.5047935294305,"2",20209
"4994",2003,0,0,7.34794382314869,11.9640138231028,10.5258634955389,"2",20209
"4995",2004,0,0,7.41397029019044,11.9574894839423,10.5663301528312,"2",20209
"4996",2005,0,0,7.38956395367764,11.9471788520059,10.5782416119792,"2",20209
"4997",2006,0,0,7.49052940206071,11.9395387000126,10.6210346199196,"2",20209
"4998",2007,0,0,7.66199755890189,11.9402629523842,10.6375607222087,"2",20209
"4999",2001,0,0,4.21950770517611,7.78821155784708,9.91200120830133,"2",20187
"5000",2002,0,0,3.8286413964891,7.793999089504,10.0262360177952,"2",20187
"5001",2003,0,0,3.43398720448515,7.77779262633883,10.0876823537118,"2",20187
"5002",2004,0,0,3.78418963391826,7.76895604453833,10.124909622952,"2",20187
"5003",2005,0,0,3.55534806148941,7.70345904786717,10.1436062080563,"2",20187
"5004",2006,0,0,3.73766961828337,7.68570306123455,10.1517918995088,"2",20187
"5005",2007,0,0,3.97029191355212,7.66669020008009,10.3019280457073,"2",20187
"5006",2001,0,0,4.969813299576,8.58727879898293,10.0621992436909,"2",20189
"5007",2002,0,0,4.91998092582813,8.58035576637388,10.0993832293572,"2",20189
"5008",2003,0,0,4.48863636973214,8.58260632996447,10.2062183231894,"2",20189
"5009",2004,0,0,4.58496747867057,8.61104776688786,10.2155939088984,"2",20189
"5010",2005,0,0,4.58496747867057,8.57979233317276,10.2198664053099,"2",20189
"5011",2006,0,0,4.60517018598809,8.54694614956558,10.2670189372713,"2",20189
"5012",2007,0,0,4.68213122712422,8.52615293278771,10.3169869656726,"2",20189
"5013",2001,0,0,6.06610809010375,10.1563064041601,10.0278268267917,"2",20191
"5014",2002,0,0,5.79605775076537,10.1476095102355,10.0552639875019,"2",20191
"5015",2003,0,0,5.65599181081985,10.1382829565908,10.050052389618,"2",20191
"5016",2004,0,0,5.67332326717149,10.1300652005846,10.0917083412611,"2",20191
"5017",2005,0,0,5.62401750618734,10.1038536561604,10.1129377767183,"2",20191
"5018",2006,0,0,5.74620319054015,10.0900501035873,10.1425044530066,"2",20191
"5019",2007,0,0,5.77455154554441,10.0756325028785,10.1920442423986,"2",20191
"5020",2001,0,0,5.67675380226828,9.00540504031064,9.8790411596312,"2",20193
"5021",2002,0,0,5.32300997913841,8.99665197943273,9.94083150567655,"2",20193
"5022",2003,0,0,5.33271879326537,8.98117874833641,9.96927529307413,"2",20193
"5023",2004,0,0,5.19849703126583,8.96098117384356,9.97743479748821,"2",20193
"5024",2005,0,0,5.30330490805908,8.93115542977835,10.0198473536523,"2",20193
"5025",2006,0,0,5.38449506278909,8.91247327446604,10.0818010879325,"2",20193
"5026",2007,0,0,5.29330482472449,8.90747697752874,10.1603366363155,"2",20193
"5027",2001,0,0,4.97673374242057,8.08363720314155,9.79283528243253,"2",20195
"5028",2002,0,0,4.94875989037817,8.05293303679757,9.8053233037489,"2",20195
"5029",2003,0,0,4.48863636973214,8.04109100370863,9.82487715195422,"2",20195
"5030",2004,0,0,4.38202663467388,8.05006542291597,9.86224880451953,"2",20195
"5031",2005,0,0,4.33073334028633,8.00936307663004,9.93119999110266,"2",20195
"5032",2006,0,0,4.40671924726425,7.98820359702258,9.99747868095637,"2",20195
"5033",2007,0,0,4.46590811865458,7.98684490116138,10.1220204912927,"2",20195
"5034",2001,0,0,3.95124371858143,8.82761475083751,9.89409356689426,"2",20197
"5035",2002,0,0,4.02535169073515,8.8206993992149,9.9206887598559,"2",20197
"5036",2003,0,0,4.45434729625351,8.82981174915805,9.88847543241562,"2",20197
"5037",2004,0,0,4.23410650459726,8.8337542234184,9.99592998792569,"2",20197
"5038",2005,0,0,4.18965474202643,8.82526595351575,10.0054121722581,"2",20197
"5039",2006,0,0,4.17438726989564,8.81195017753998,10.0371439373488,"2",20197
"5040",2007,0,0,4.11087386417331,8.82688134413063,10.1459630321498,"2",20197
"5041",2001,0,0,2.83321334405622,7.43602781635185,9.78661660080471,"2",20199
"5042",2002,0,0,3.49650756146648,7.41878088275079,9.80416433124134,"2",20199
"5043",2003,0,0,3.17805383034795,7.38770923908104,9.83445896612569,"2",20199
"5044",2004,0,0,2.94443897916644,7.36770857237437,9.8568151443377,"2",20199
"5045",2005,0,0,3.04452243772342,7.31986492980897,9.86016242779775,"2",20199
"5046",2006,0,0,2.77258872223978,7.30586003268401,9.96533495586221,"2",20199
"5047",2007,0,0,3.09104245335832,7.26682734752059,10.0489722192781,"2",20199
"5048",2001,0,0,6.85540879860993,10.4863175087852,10.0338138142117,"2",20125
"5049",2002,0,0,6.61740297797448,10.471241563688,10.0432060157052,"2",20125
"5050",2003,0,0,6.56103066589657,10.4646164808114,10.062796335021,"2",20125
"5051",2004,0,0,6.44888939414686,10.4588084161887,10.1047126397493,"2",20125
"5052",2005,0,0,6.45519856334012,10.4421423282208,10.1555683537449,"2",20125
"5053",2006,0,0,6.50578406012823,10.4433087131434,10.2153377097937,"2",20125
"5054",2007,0,0,6.53233429222235,10.4458699812063,10.29725113067,"2",20125
"5055",2001,0,0,5.01063529409626,8.74989095553526,9.70430463866676,"2",20201
"5056",2002,0,0,5.00394630594546,8.73552518573323,9.74636579676392,"2",20201
"5057",2003,0,0,5.04985600724954,8.7279402223939,9.80785732152088,"2",20201
"5058",2004,0,0,4.9416424226093,8.71259548774872,9.81798412892219,"2",20201
"5059",2005,0,0,4.99721227376411,8.69851424787661,9.86381073538323,"2",20201
"5060",2006,0,0,4.9416424226093,8.68440111040014,9.90678211948556,"2",20201
"5061",2007,0,0,4.93447393313069,8.66630261400408,9.95736001800062,"2",20201
"5062",2001,0,0,3.55534806148941,7.83557924666997,10.0154760544842,"2",20203
"5063",2002,0,0,3.2188758248682,7.81722278550817,10.0039661711023,"2",20203
"5064",2003,0,0,3.36729582998647,7.80180040190897,10.027517700953,"2",20203
"5065",2004,0,0,3.40119738166216,7.75876054415766,10.0849337262941,"2",20203
"5066",2005,0,0,3.36729582998647,7.7445698093545,10.1864083078862,"2",20203
"5067",2006,0,0,2.99573227355399,7.71199650704767,10.1782743370022,"2",20203
"5068",2007,0,0,3.29583686600433,7.68156036255954,10.2240118657919,"2",20203
"5069",2001,0,0,4.02535169073515,8.23853693017177,9.78509808303591,"2",20207
"5070",2002,0,0,3.78418963391826,8.20385137218388,9.80394342219974,"2",20207
"5071",2003,0,0,3.55534806148941,8.19808924895612,9.82676848212272,"2",20207
"5072",2004,0,0,3.63758615972639,8.1744211526465,9.82124659715222,"2",20207
"5073",2005,0,0,3.76120011569356,8.15450017515194,9.95399053470923,"2",20207
"5074",2006,0,0,3.68887945411394,8.12710918534638,10.0342526224157,"2",20207
"5075",2007,0,0,3.85014760171006,8.09864284375942,10.0658614715204,"2",20207
"5076",2001,0,0,3.95124371858143,8.17695386822578,9.76002125751085,"2",20105
"5077",2002,0,0,3.98898404656427,8.16337131645991,9.77707362768047,"2",20105
"5078",2003,0,0,3.91202300542815,8.16451026874704,9.75347828520942,"2",20105
"5079",2004,0,0,3.8286413964891,8.13358741766097,9.7979603563212,"2",20105
"5080",2005,0,0,3.78418963391826,8.12296471523406,9.82887175915534,"2",20105
"5081",2006,0,0,3.68887945411394,8.09437844497296,9.89646293759916,"2",20105
"5082",2007,0,0,3.76120011569356,8.09132127353041,9.9360999402636,"2",20105
"5083",2001,0,0,4.82028156560504,10.0538453341247,10.2944479744414,"3",22007
"5084",2002,0,0,4.86753445045558,10.0531137264919,10.3799390992108,"3",22007
"5085",2003,0,0,4.77912349311153,10.0538883532037,10.3627461602457,"3",22007
"5086",2004,0,0,4.83628190695148,10.0521661449075,10.395099775378,"3",22007
"5087",2005,0,0,4.57471097850338,10.03710019186,10.3441910960703,"3",22007
"5088",2006,0,0,4.91998092582813,10.0439014562513,10.4335862516457,"3",22007
"5089",2007,0,0,5.07517381523383,10.0472848202839,10.5333221268843,"3",22007
"5090",2001,0,0,5.95064255258773,10.6333764144492,9.87441913003878,"3",22009
"5091",2002,0,0,5.70711026474888,10.6345805955108,9.90203650026881,"3",22009
"5092",2003,0,0,5.84932477994686,10.6430649719739,9.92373125901317,"3",22009
"5093",2004,0,0,5.80513496891649,10.6444720625102,9.94174626465322,"3",22009
"5094",2005,0,0,5.75257263882563,10.6296825871423,9.97859502502293,"3",22009
"5095",2006,0,0,5.65948221575962,10.6519511737668,10.049577258408,"3",22009
"5096",2007,0,0,5.86078622346587,10.6501044074497,10.0980670067256,"3",22009
"5097",2001,0,0,5.4249500174814,10.4081643107152,10.211413331465,"3",22011
"5098",2002,0,0,5.41610040220442,10.4108471766589,10.2236852166646,"3",22011
"5099",2003,0,0,5.37527840768417,10.4223706276798,10.2629785277343,"3",22011
"5100",2004,0,0,5.39362754635236,10.4344686825057,10.3090859850895,"3",22011
"5101",2005,0,0,5.37989735354046,10.4418505192952,10.305011571411,"3",22011
"5102",2006,0,0,5.6021188208797,10.4540049323434,10.3561860581255,"3",22011
"5103",2007,0,0,5.63121178182137,10.4566540167916,10.4061096189514,"3",22011
"5104",2001,0,0,4.4188406077966,9.64853078469705,10.0513901824596,"3",22013
"5105",2002,0,0,4.27666611901606,9.64335579417135,10.1005745615306,"3",22013
"5106",2003,0,0,4.43081679884331,9.63782786411884,10.1856544442998,"3",22013
"5107",2004,0,0,4.55387689160054,9.63488889456061,10.2209589831737,"3",22013
"5108",2005,0,0,4.30406509320417,9.61593880452958,10.2186631892968,"3",22013
"5109",2006,0,0,4.33073334028633,9.60663018214889,10.2985318858164,"3",22013
"5110",2007,0,0,4.38202663467388,9.60777330838708,10.3254819625955,"3",22013
"5111",2001,0,0,7.24779258176785,11.5098607735974,10.0857674417953,"3",22015
"5112",2002,0,0,7.13249755166004,11.5211812916549,10.1200092275415,"3",22015
"5113",2003,0,0,7.07918439460967,11.5351662939061,10.1547130879773,"3",22015
"5114",2004,0,0,7.14519613499717,11.5494695221508,10.1985423793173,"3",22015
"5115",2005,0,0,7.14755927118945,11.5649579860624,10.2195748494931,"3",22015
"5116",2006,0,0,7.34018683532012,11.5861945138977,10.2830192786178,"3",22015
"5117",2007,0,0,7.33888813383888,11.5984699332418,10.3163254149737,"3",22015
"5118",2001,0,0,7.99328232810159,12.4343947648848,10.2871841021711,"3",22017
"5119",2002,0,0,7.89618060861549,12.431238151316,10.320980040857,"3",22017
"5120",2003,0,0,7.81843027207066,12.430950691738,10.3549770989556,"3",22017
"5121",2004,0,0,7.7397944584087,12.4327818324037,10.4006502623329,"3",22017
"5122",2005,0,0,7.77779262633883,12.4308588469557,10.4163411186364,"3",22017
"5123",2006,0,0,7.89245204352035,12.4421719080046,10.4665829937358,"3",22017
"5124",2007,0,0,7.82404601085629,12.4388258756228,10.5032576835908,"3",22017
"5125",2001,0,0,7.8087293067444,12.1177986535958,10.3016594631502,"3",22019
"5126",2002,0,0,7.90137735379262,12.1186066197489,10.3204199920852,"3",22019
"5127",2003,0,0,7.85166117788927,12.123771973907,10.3310076514251,"3",22019
"5128",2004,0,0,7.62803112693033,12.1261361822125,10.3767047626951,"3",22019
"5129",2005,0,0,7.59940133341582,12.1256702898577,10.4255201430002,"3",22019
"5130",2006,0,0,7.93451346388226,12.1183555650449,10.4827939166723,"3",22019
"5131",2007,0,0,7.84541603659248,12.1244178057363,10.5233379702846,"3",22019
"5132",2001,0,0,4.29045944114839,9.26407069439715,9.90498642865986,"3",22021
"5133",2002,0,0,4.33073334028633,9.27021176901357,9.9536577164487,"3",22021
"5134",2003,0,0,4.29045944114839,9.27406606285673,9.99597557197128,"3",22021
"5135",2004,0,0,4.48863636973214,9.27697045427395,10.0352611511456,"3",22021
"5136",2005,0,0,4.39444915467244,9.24936875894366,10.0789523218669,"3",22021
"5137",2006,0,0,4.46590811865458,9.24522477382969,10.1029529764958,"3",22021
"5138",2007,0,0,4.44265125649032,9.24753981296529,10.1295069645958,"3",22021
"5139",2001,0,0,7.1800698743028,11.2841787451856,10.4229656355813,"3",22005
"5140",2002,0,0,7.10578612948127,11.3117268524066,10.4236197356224,"3",22005
"5141",2003,0,0,7.09920174355309,11.3438793976263,10.4230845946892,"3",22005
"5142",2004,0,0,7.0825485693553,11.3738817645975,10.459468169809,"3",22005
"5143",2005,0,0,7.00397413672268,11.3970206643256,10.4966210089497,"3",22005
"5144",2006,0,0,7.22037383672395,11.4670699903838,10.5786489543306,"3",22005
"5145",2007,0,0,7.09340462586877,11.5099410159293,10.5952838210251,"3",22005
"5146",2001,0,0,8.9138193508572,12.9259007046715,10.3220991983142,"3",22033
"5147",2002,0,0,8.86177531100083,12.9246316921508,10.363030408175,"3",22033
"5148",2003,0,0,8.74957394808293,12.927107329577,10.388102662282,"3",22033
"5149",2004,0,0,8.68016201969438,12.92771981556,10.4123512529886,"3",22033
"5150",2005,0,0,8.68440111040014,12.9292542433642,10.4528220977302,"3",22033
"5151",2006,0,0,8.78094111357239,12.9729673761567,10.535344264653,"3",22033
"5152",2007,0,0,8.65782432115598,12.9731670710422,10.593003146862,"3",22033
"5153",2001,0,0,6.24416690066374,10.9829340111097,10.006630611453,"3",22001
"5154",2002,0,0,6.33682573114644,10.9877304272369,10.0597217745668,"3",22001
"5155",2003,0,0,6.12029741895095,10.9888288363442,10.0787425331234,"3",22001
"5156",2004,0,0,5.97888576490112,10.9880685277913,10.1268710750549,"3",22001
"5157",2005,0,0,6.03787091992214,10.9819651587839,10.2580803302705,"3",22001
"5158",2006,0,0,6.19236248947487,10.9962158980453,10.2975546156919,"3",22001
"5159",2007,0,0,6.13988455222626,10.9973385241025,10.3258753278402,"3",22001
"5160",2001,0,0,5.4553211153577,10.1400999897973,10.0207371125864,"3",22003
"5161",2002,0,0,5.42053499927229,10.1331299405902,10.0395033564536,"3",22003
"5162",2003,0,0,5.4249500174814,10.1403367509064,10.0765160624185,"3",22003
"5163",2004,0,0,5.34233425196481,10.1370961536981,10.1233858436853,"3",22003
"5164",2005,0,0,5.31320597904179,10.1222213953616,10.1635029066262,"3",22003
"5165",2006,0,0,5.61312810638807,10.1496442581593,10.2572031218422,"3",22003
"5166",2007,0,0,5.40717177146012,10.1598724376301,10.2634321453425,"3",22003
"5167",2001,0,0,5.34233425196481,10.4734496325257,9.99984264077889,"3",22039
"5168",2002,0,0,5.36129216570943,10.4737606349455,10.0693409166228,"3",22039
"5169",2003,0,0,5.28826703069454,10.4697384224075,10.0527692552519,"3",22039
"5170",2004,0,0,5.18738580584075,10.4704477328457,10.0730193344017,"3",22039
"5171",2005,0,0,5.06890420222023,10.4695681130117,10.0619859103568,"3",22039
"5172",2006,0,0,5.15329159449778,10.4813922175838,10.132533649503,"3",22039
"5173",2007,0,0,5.2040066870768,10.4866524423598,10.1930927745498,"3",22039
"5174",2001,0,0,5.0998664278242,9.95503581441671,9.81765729593094,"3",22041
"5175",2002,0,0,5.03043792139244,9.94788713983281,9.88308074275847,"3",22041
"5176",2003,0,0,5.05624580534831,9.9475044379529,9.89212322245708,"3",22041
"5177",2004,0,0,4.99043258677874,9.93740577073959,9.91709455594235,"3",22041
"5178",2005,0,0,4.77068462446567,9.91195163094826,9.9327550502167,"3",22041
"5179",2006,0,0,4.69134788222914,9.90668244343265,9.99988804682244,"3",22041
"5180",2007,0,0,4.96284463025991,9.90488657344983,10.0543184422387,"3",22041
"5181",2001,0,0,3.55534806148941,9.12978086411777,9.88047477822706,"3",22035
"5182",2002,0,0,3.55534806148941,9.11613957657736,9.90123501748283,"3",22035
"5183",2003,0,0,3.29583686600433,9.10675605571961,9.97794546345414,"3",22035
"5184",2004,0,0,3.43398720448515,9.09043007530363,9.9865871217057,"3",22035
"5185",2005,0,0,3.55534806148941,9.04393153364228,10.0900086123938,"3",22035
"5186",2006,0,0,3.61091791264422,9.02389030459845,10.1172674008974,"3",22035
"5187",2007,0,0,3.58351893845611,9.01917986651502,10.1311807385489,"3",22035
"5188",2001,0,0,4.60517018598809,9.96420628757083,10.0951817155767,"3",22037
